Order_ID,Customer,Product,Category,Quantity,Unit_Price,Order_Date
1080,Customer_80,Headphones,Accessories,1,23632,2026-03-21
1081,Customer_81,Keyboard,Accessories,1,49549,2026-03-22
1082,Customer_82,Laptop,Accessories,3,15805,2026-03-23
1083,Customer_83,Keyboard,Accessories,5,10317,2026-03-24
1084,Customer_84,Keyboard,Electronics,2,11761,2026-03-25
1085,Customer_85,Laptop,Electronics,2,917,2026-03-26
1086,Customer_86,Laptop,Accessories,3,42076,2026-03-27
1087,Customer_87,Laptop,Accessories,2,20858,2026-03-28
1088,Customer_88,Laptop,Electronics,1,3767,2026-03-29
1089,Customer_89,Headphones,Electronics,5,17709,2026-03-30
1090,Customer_90,Tablet,Accessories,4,24552,2026-03-31
1091,Customer_91,Tablet,Electronics,2,39013,2026-04-01
1092,Customer_92,Laptop,Accessories,1,26592,2026-04-02
1093,Customer_93,Tablet,Accessories,4,11838,2026-04-03
1094,Customer_94,Tablet,Electronics,5,912,2026-04-04
1095,Customer_95,Laptop,Electronics,4,8043,2026-04-05
1096,Customer_96,Tablet,Accessories,1,40855,2026-04-06
1097,Customer_97,Keyboard,Accessories,4,33996,2026-04-07
1098,Customer_98,Phone,Electronics,3,24048,2026-04-08
1099,Customer_99,Phone,Accessories,4,27884,2026-04-09
1100,Customer_100,Laptop,Electronics,2,44925,2026-04-10
1101,Customer_101,Headphones,Accessories,2,39256,2026-04-11
1102,Customer_102,Laptop,Electronics,3,19388,2026-04-12
1103,Customer_103,Headphones,Electronics,1,36235,2026-04-13
1104,Customer_104,Phone,Electronics,2,47795,2026-04-14
1105,Customer_105,Laptop,Accessories,5,49316,2026-04-15
1106,Customer_106,Keyboard,Accessories,2,18006,2026-04-16
1107,Customer_107,Tablet,Electronics,2,20963,2026-04-17
1108,Customer_108,Headphones,Accessories,1,18455,2026-04-18
1109,Customer_109,Tablet,Electronics,4,38341,2026-04-19
1110,Customer_110,Tablet,Electronics,2,5604,2026-04-20
1111,Customer_111,Laptop,Accessories,3,35411,2026-04-21
1112,Customer_112,Tablet,Accessories,4,23690,2026-04-22
1113,Customer_113,Keyboard,Electronics,5,7857,2026-04-23
1114,Customer_114,Tablet,Accessories,1,32979,2026-04-24
1115,Customer_115,Laptop,Accessories,5,45311,2026-04-25
1116,Customer_116,Keyboard,Electronics,4,36708,2026-04-26
1117,Customer_117,Phone,Electronics,4,20650,2026-04-27
1118,Customer_118,Tablet,Accessories,4,6144,2026-04-28
1119,Customer_119,Laptop,Electronics,5,43786,2026-04-29
1120,Customer_120,Phone,Electronics,4,47820,2026-04-30
1121,Customer_121,Phone,Accessories,5,3414,2026-05-01
1122,Customer_122,Headphones,Electronics,4,21852,2026-05-02
1123,Customer_123,Keyboard,Electronics,3,46852,2026-05-03
1124,Customer_124,Tablet,Accessories,4,45412,2026-05-04
1125,Customer_125,Laptop,Accessories,5,14897,2026-05-05
1126,Customer_126,Headphones,Electronics,2,42055,2026-05-06
1127,Customer_127,Keyboard,Electronics,4,47459,2026-05-07
1128,Customer_128,Headphones,Accessories,2,1228,2026-05-08
1129,Customer_129,Keyboard,Accessories,3,1198,2026-05-09
1130,Customer_130,Keyboard,Accessories,1,40454,2026-05-10
1131,Customer_131,Tablet,Accessories,3,47780,2026-05-11
1132,Customer_132,Keyboard,Electronics,4,14423,2026-05-12
1133,Customer_133,Headphones,Accessories,2,17279,2026-05-13
1134,Customer_134,Keyboard,Accessories,2,7900,2026-05-14
1135,Customer_135,Tablet,Electronics,5,24966,2026-05-15
1136,Customer_136,Tablet,Accessories,2,37439,2026-05-16
1137,Customer_137,Headphones,Electronics,5,4860,2026-05-17
1138,Customer_138,Phone,Accessories,1,35770,2026-05-18
1139,Customer_139,Phone,Accessories,4,17601,2026-05-19
1140,Customer_140,Keyboard,Accessories,5,32807,2026-05-20
1141,Customer_141,Laptop,Electronics,1,5986,2026-05-21
1142,Customer_142,Keyboard,Electronics,2,8835,2026-05-22
1143,Customer_143,Headphones,Accessories,2,21864,2026-05-23
1144,Customer_144,Headphones,Electronics,1,37759,2026-05-24
1145,Customer_145,Headphones,Electronics,2,24076,2026-05-25
1146,Customer_146,Headphones,Electronics,1,32167,2026-05-26
1147,Customer_147,Headphones,Electronics,5,11630,2026-05-27
1148,Customer_148,Tablet,Electronics,5,22472,2026-05-28
1149,Customer_149,Phone,Electronics,1,40919,2026-05-29
1150,Customer_150,Headphones,Accessories,5,1667,2026-05-30
