Order_ID,Customer,Product,Category,Quantity,Unit_Price,Order_Date
1070.0,Customer_70,Headphones,Accessories,2.0,24403.278911564626,2026-03-10
1071.0,Customer_71,Laptop,Electronics,2.0,3873.0,2026-03-12
1072.0,Customer_72,Keyboard,Electronics,3.0,12661.0,2026-03-12
1073.0,Customer_1,Keyboard,Accessories,2.0,32496.0,2026-03-14
1074.0,Customer_74,Phone,Electronics,2.0,27622.0,2026-03-15
1074.0,Customer_75,Keyboard,Electronics,3.0,35350.0,2026-03-16
1076.0,Customer_76,Phone,Electronics,3.0,27850.0,2026-03-17
1077.0,Customer_77,Laptop,Accessories,2.0,27972.0,2026-03-18
1078.0,Customer_78,Headphones,Accessories,2.0,29261.0,2026-03-19
1079.0,Customer_79,Headphones,Electronics,1.0,25851.0,2026-03-20
1079.0,Customer_80,Headphones,Accessories,1.0,23632.0,2026-03-21
1081.0,Customer_81,Headphones,Accessories,1.0,49549.0,2026-03-22
1082.0,Customer_82,Laptop,Accessories,3.0,15805.0,2026-03-23
1082.0,Customer_83,Keyboard,Accessories,5.0,10317.0,2026-03-24
1084.0,Customer_84,Keyboard,Electronics,2.0,11761.0,2026-03-25
1085.0,Customer_85,Laptop,Electronics,2.0,917.0,2026-03-25
1086.0,Customer_86,Laptop,Accessories,3.0,42076.0,2026-03-27
1087.0,Customer_87,Laptop,Accessories,2.0,20858.0,2026-03-28
1088.0,Customer_1,Laptop,Electronics,1.0,3767.0,2026-03-29
1089.0,Customer_89,Headphones,Electronics,5.0,17709.0,2026-03-30
1090.0,Customer_90,Tablet,Accessories,4.0,24552.0,2026-03-31
1091.0,Customer_91,Tablet,Electronics,3.0,39013.0,2026-04-01
1092.0,Customer_92,Laptop,Accessories,1.0,26592.0,2026-04-02
1093.0,Customer_93,Tablet,Accessories,4.0,11838.0,2026-04-03
1094.0,Customer_94,Tablet,Electronics,5.0,912.0,2026-04-04
1095.0,Customer_95,Laptop,Electronics,4.0,8043.0,2026-04-05
1096.0,Customer_96,Tablet,Accessories,1.0,40855.0,2026-04-06
1097.0,Customer_97,Keyboard,Accessories,4.0,33996.0,2026-04-07
1098.0,Customer_98,Phone,Electronics,3.0,24048.0,2026-04-08
1099.0,Customer_99,Phone,Accessories,4.0,27884.0,2026-04-09
1100.0,Customer_100,Laptop,Electronics,2.0,44925.0,2026-04-10
1101.0,Customer_101,Headphones,Accessories,3.0,39256.0,2026-04-11
1101.0,Customer_102,Laptop,Electronics,3.0,19388.0,2026-04-12
1103.0,Customer_103,Headphones,Electronics,1.0,36235.0,2026-04-13
1104.0,Customer_104,Phone,Electronics,2.0,47795.0,2026-04-14
1105.0,Customer_105,Laptop,Electronics,5.0,49316.0,2026-04-15
1106.0,Customer_106,Keyboard,Accessories,2.0,18006.0,2026-04-16
1107.0,Customer_107,Tablet,Electronics,2.0,20963.0,2026-04-17
1108.0,Customer_108,Headphones,Accessories,1.0,18455.0,2026-04-18
1109.0,Customer_109,Tablet,Electronics,4.0,24403.278911564626,2026-04-19
1110.0,Customer_110,Tablet,Electronics,2.0,5604.0,2026-04-20
1111.0,Customer_111,Laptop,Accessories,3.0,35411.0,2026-04-21
1112.0,Customer_112,Tablet,Accessories,4.0,23690.0,2026-04-22
1113.0,Customer_113,Headphones,Electronics,5.0,7857.0,2026-04-23
1114.0,Customer_114,Tablet,Accessories,1.0,32979.0,2026-04-24
1115.0,Customer_115,Laptop,Accessories,5.0,24403.278911564626,2026-04-25
1116.0,Customer_116,Keyboard,Electronics,4.0,36708.0,2026-04-26
1117.0,Customer_117,Phone,Electronics,4.0,20650.0,2026-04-27
1118.0,Customer_118,Tablet,Accessories,4.0,24403.278911564626,2026-04-28
1119.0,Customer_119,Laptop,Electronics,3.0,43786.0,2026-04-29
1120.0,Customer_120,Phone,Electronics,4.0,47820.0,2026-04-30
1121.0,Customer_121,Phone,Accessories,5.0,3414.0,2026-05-01
1122.0,Customer_1,Headphones,Electronics,4.0,21852.0,2026-05-02
1123.0,Customer_123,Keyboard,Electronics,3.0,24403.278911564626,2026-05-03
1124.0,Customer_124,Tablet,Accessories,4.0,45412.0,2026-05-04
1125.0,Customer_125,Laptop,Accessories,3.0,14897.0,2026-05-05
1126.0,Customer_126,Headphones,Electronics,3.0,42055.0,2026-05-06
1127.0,Customer_127,Keyboard,Electronics,4.0,47459.0,2026-05-07
1128.0,Customer_1,Headphones,Accessories,2.0,24403.278911564626,2026-05-08
1128.0,Customer_129,Keyboard,Accessories,3.0,1198.0,2026-05-09
1130.0,Customer_130,Keyboard,Accessories,1.0,40454.0,2026-05-10
1131.0,Customer_131,Tablet,Accessories,3.0,47780.0,2026-05-11
1132.0,Customer_132,Keyboard,Electronics,4.0,14423.0,2026-05-12
1133.0,Customer_133,Headphones,Accessories,2.0,17279.0,2026-05-13
1134.0,Customer_1,Keyboard,Accessories,2.0,7900.0,2026-05-14
1135.0,Customer_135,Headphones,Electronics,5.0,24966.0,2026-05-15
1136.0,Customer_136,Tablet,Accessories,2.0,37439.0,2026-05-16
1137.0,Customer_137,Headphones,Electronics,5.0,4860.0,2026-05-17
1138.0,Customer_138,Phone,Accessories,1.0,24403.278911564626,2026-05-18
1139.0,Customer_139,Phone,Accessories,4.0,17601.0,2026-05-19
1140.0,Customer_140,Keyboard,Accessories,5.0,32807.0,2026-05-20
1141.0,Customer_141,Laptop,Electronics,1.0,5986.0,2026-05-21
1142.0,Customer_142,Keyboard,Electronics,2.0,8835.0,2026-05-22
1142.0,Customer_143,Headphones,Accessories,2.0,21864.0,2026-05-23
1144.0,Customer_144,Headphones,Electronics,1.0,37759.0,2026-05-24
1145.0,Customer_145,Headphones,Electronics,2.0,24076.0,2026-05-25
1146.0,Customer_146,Headphones,Electronics,1.0,32167.0,2026-05-26
1147.0,Customer_147,Headphones,Electronics,5.0,11630.0,2026-05-27
1148.0,Customer_148,Tablet,Electronics,5.0,24403.278911564626,2026-05-28
1149.0,Customer_149,Phone,Electronics,1.0,40919.0,2026-05-29
1150.0,Customer_150,Headphones,Accessories,5.0,1667.0,2026-05-30
